prediction_index,threshold,TPs,FPs,FNs,Precision,Recall,Random-Guess
1,0.10229618847370148,33,135,13,0.19642857142857142,0.717391304347826,0.15282392026578073
1,0.10211607813835144,33,136,13,0.1952662721893491,0.717391304347826,0.15282392026578073
1,0.1017310693860054,33,137,13,0.19411764705882353,0.717391304347826,0.15282392026578073
1,0.10141628235578537,33,138,13,0.19298245614035087,0.717391304347826,0.15282392026578073
1,0.10124126821756363,33,139,13,0.19186046511627908,0.717391304347826,0.15282392026578073
1,0.1004895567893982,33,140,13,0.1907514450867052,0.717391304347826,0.15282392026578073
1,0.10045022517442703,33,141,13,0.1896551724137931,0.717391304347826,0.15282392026578073
1,0.09916441887617111,34,141,12,0.19428571428571428,0.7391304347826086,0.15282392026578073
1,0.09888261556625366,34,142,12,0.19318181818181818,0.7391304347826086,0.15282392026578073
1,0.098176509141922,34,143,12,0.192090395480226,0.7391304347826086,0.15282392026578073
1,0.09782041609287262,34,144,12,0.19101123595505617,0.7391304347826086,0.15282392026578073
1,0.09765201061964035,34,145,12,0.18994413407821228,0.7391304347826086,0.15282392026578073
1,0.09687558561563492,34,146,12,0.18888888888888888,0.7391304347826086,0.15282392026578073
1,0.0966431275010109,34,147,12,0.1878453038674033,0.7391304347826086,0.15282392026578073
1,0.09428960084915161,34,148,12,0.18681318681318682,0.7391304347826086,0.15282392026578073
1,0.09393202513456345,34,149,12,0.18579234972677597,0.7391304347826086,0.15282392026578073
1,0.09353838860988617,34,150,12,0.18478260869565216,0.7391304347826086,0.15282392026578073
1,0.09289783984422684,34,151,12,0.1837837837837838,0.7391304347826086,0.15282392026578073
1,0.09287959337234497,34,152,12,0.1827956989247312,0.7391304347826086,0.15282392026578073
1,0.09186439216136932,34,153,12,0.18181818181818182,0.7391304347826086,0.15282392026578073
1,0.09103842824697495,35,153,11,0.18617021276595744,0.7608695652173914,0.15282392026578073
1,0.09056838601827621,35,154,11,0.18518518518518517,0.7608695652173914,0.15282392026578073
1,0.08983908593654633,35,155,11,0.18421052631578946,0.7608695652173914,0.15282392026578073
1,0.0895700603723526,35,156,11,0.18324607329842932,0.7608695652173914,0.15282392026578073
1,0.08899436891078949,35,157,11,0.18229166666666666,0.7608695652173914,0.15282392026578073
1,0.08862221240997314,36,157,10,0.18652849740932642,0.782608695652174,0.15282392026578073
1,0.08797647804021835,36,158,10,0.18556701030927836,0.782608695652174,0.15282392026578073
1,0.0879516452550888,36,159,10,0.18461538461538463,0.782608695652174,0.15282392026578073
1,0.08767690509557724,36,160,10,0.1836734693877551,0.782608695652174,0.15282392026578073
1,0.08737116307020187,36,161,10,0.18274111675126903,0.782608695652174,0.15282392026578073
1,0.0871373638510704,36,162,10,0.18181818181818182,0.782608695652174,0.15282392026578073
1,0.08695236593484879,36,163,10,0.18090452261306533,0.782608695652174,0.15282392026578073
1,0.08660396188497543,37,163,9,0.185,0.8043478260869565,0.15282392026578073
1,0.08637447655200958,37,164,9,0.18407960199004975,0.8043478260869565,0.15282392026578073
1,0.08492168039083481,37,165,9,0.18316831683168316,0.8043478260869565,0.15282392026578073
1,0.08443418145179749,37,166,9,0.18226600985221675,0.8043478260869565,0.15282392026578073
1,0.08395367860794067,37,167,9,0.18137254901960784,0.8043478260869565,0.15282392026578073
1,0.08368252217769623,37,168,9,0.18048780487804877,0.8043478260869565,0.15282392026578073
1,0.08365808427333832,37,169,9,0.1796116504854369,0.8043478260869565,0.15282392026578073
1,0.08348804712295532,37,170,9,0.178743961352657,0.8043478260869565,0.15282392026578073
1,0.08325192332267761,38,170,8,0.18269230769230768,0.8260869565217391,0.15282392026578073
1,0.08323561400175095,38,171,8,0.18181818181818182,0.8260869565217391,0.15282392026578073
1,0.0822129026055336,38,172,8,0.18095238095238095,0.8260869565217391,0.15282392026578073
1,0.08087955415248871,39,172,7,0.1848341232227488,0.8478260869565217,0.15282392026578073
1,0.08068056404590607,39,173,7,0.18396226415094338,0.8478260869565217,0.15282392026578073
1,0.08049839735031128,39,174,7,0.18309859154929578,0.8478260869565217,0.15282392026578073
1,0.0797833651304245,39,175,7,0.1822429906542056,0.8478260869565217,0.15282392026578073
1,0.0794435515999794,39,176,7,0.1813953488372093,0.8478260869565217,0.15282392026578073
1,0.07921748608350754,39,177,7,0.18055555555555555,0.8478260869565217,0.15282392026578073
1,0.07887449860572815,39,178,7,0.17972350230414746,0.8478260869565217,0.15282392026578073
1,0.07872029393911362,40,178,6,0.1834862385321101,0.8695652173913043,0.15282392026578073
1,0.07857261598110199,40,179,6,0.182648401826484,0.8695652173913043,0.15282392026578073
1,0.07811083644628525,40,180,6,0.18181818181818182,0.8695652173913043,0.15282392026578073
1,0.07783946394920349,40,181,6,0.18099547511312217,0.8695652173913043,0.15282392026578073
1,0.07707323879003525,40,182,6,0.18018018018018017,0.8695652173913043,0.15282392026578073
